# 2025-04-25 01:15:32
# dummytext
# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2; w_tr_right_m; w_tr_left_m
0.0;-7.399999999999999;-7.399999999999999;0;0;0;0;0;0
0.9617692030835651;-6.550000000000001;-6.550000000000001;0;0;0;0;0;0
1.967999792958473;-5.649999999999999;-5.649999999999999;0;0;0;0;0;0
2.929768996042038;-4.800000000000001;-4.800000000000001;0;0;0;0;0;0
3.960545402446456;-3.849999999999998;-3.849999999999998;0;0;0;0;0;0
4.926205798237852;-2.9499999999999997;-2.9499999999999997;0;0;0;0;0;0
5.970236449128908;-1.9499999999999995;-1.9499999999999995;0;0;0;0;0;0
7.1795751113736905;-0.75;-0.75;0;0;0;0;0;0
8.297609100123589;0.2500000000000035;0.2500000000000035;0;0;0;0;0;0
9.172251884350382;0.6999999999999993;0.6999999999999993;0;0;0;0;0;0
10.184674720916215;1.2500000000000036;1.2500000000000036;0;0;0;0;0;0
11.170828867082015;1.7500000000000036;1.7500000000000036;0;0;0;0;0;0
12.155714647261625;2.150000000000002;2.150000000000002;0;0;0;0;0;0
13.121375043053023;2.500000000000004;2.500000000000004;0;0;0;0;0;0
14.152151449457438;2.750000000000004;2.750000000000004;0;0;0;0;0;0
15.103466328979462;2.6999999999999997;2.6999999999999997;0;0;0;0;0;0
16.115889165545294;2.349999999999998;2.349999999999998;0;0;0;0;0;0
17.10583865920646;1.650000000000002;1.650000000000002;0;0;0;0;0;0
18.105838659206462;0.8499999999999979;0.8499999999999979;0;0;0;0;0;0
19.09199280537226;0.0;0.0;0;0;0;0;0;0
20.053762008455827;-0.8499999999999979;-0.8499999999999979;0;0;0;0;0;0
21.059992598330734;-1.75;-1.75;0;0;0;0;0;0
22.044878378510344;-2.6499999999999986;-2.6499999999999986;0;0;0;0;0;0
23.05110896838525;-3.5500000000000007;-3.5500000000000007;0;0;0;0;0;0
24.03599474856486;-4.449999999999999;-4.449999999999999;0;0;0;0;0;0
25.042225338439764;-5.349999999999998;-5.349999999999998;0;0;0;0;0;0
26.04845592831467;-6.25;-6.25;0;0;0;0;0;0
26.987870639717467;-7.099999999999998;-7.099999999999998;0;0;0;0;0;0
27.994101229592374;-8.0;-8.0;0;0;0;0;0;0
29.023664243691073;-8.899999999999999;-8.899999999999999;0;0;0;0;0;0
29.985433446774643;-9.75;-9.75;0;0;0;0;0;0
30.97158759294044;-10.599999999999998;-10.599999999999998;0;0;0;0;0;0
32.00115060703914;-11.5;-11.5;0;0;0;0;0;0
32.987304753204945;-12.349999999999998;-12.349999999999998;0;0;0;0;0;0
33.949073956288515;-13.2;-13.2;0;0;0;0;0;0
34.955304546163426;-14.1;-14.1;0;0;0;0;0;0
35.940190326343036;-15.0;-15.0;0;0;0;0;0;0
36.91101471829042;-15.95;-15.95;0;0;0;0;0;0
37.91226393801546;-16.95;-16.95;0;0;0;0;0;0
38.87403314109903;-17.8;-17.8;0;0;0;0;0;0
39.89994736753319;-18.5;-18.5;0;0;0;0;0;0
40.87077175948057;-19.05;-19.05;0;0;0;0;0;0
41.85692590564637;-19.55;-19.55;0;0;0;0;0;0
42.86315649552128;-20.0;-20.0;0;0;0;0;0;0
43.87557933208711;-20.35;-20.35;0;0;0;0;0;0
44.857923467306534;-20.6;-20.6;0;0;0;0;0;0
45.81317212603367;-20.7;-20.7;0;0;0;0;0;0
46.80941506829224;-20.4;-20.4;0;0;0;0;0;0
47.8018867303562;-19.75;-19.75;0;0;0;0;0;0
48.8018867303562;-18.95;-18.95;0;0;0;0;0;0
49.788040876522004;-18.1;-18.1;0;0;0;0;0;0
50.772926656701614;-17.2;-17.2;0;0;0;0;0;0
51.77915724657652;-16.3;-16.3;0;0;0;0;0;0
52.76404302675613;-15.4;-15.4;0;0;0;0;0;0
53.74892880693574;-14.5;-14.5;0;0;0;0;0;0
54.75515939681064;-13.6;-13.6;0;0;0;0;0;0
55.74004517699025;-12.7;-12.7;0;0;0;0;0;0
56.74627576686515;-11.8;-11.8;0;0;0;0;0;0
57.70804496994872;-10.95;-10.95;0;0;0;0;0;0
58.73760798404742;-10.05;-10.05;0;0;0;0;0;0
59.743838573922325;-9.15;-9.15;0;0;0;0;0;0
60.705607777005895;-8.3;-8.3;0;0;0;0;0;0
61.73517079110459;-7.399999999999999;-7.399999999999999;0;0;0;0;0;0
