# 2025-04-23 15:28:30
# dummytext
# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2; w_tr_right_m; w_tr_left_m
23.39934187048542;4.18316;21.638906;0;0;0;0;0;0
23.479341595484946;4.16754;21.560446;0;0;0;0;0;0
23.559340516908925;4.152938;21.481791;0;0;0;0;0;0
23.67934025362947;4.13248;21.363548;0;0;0;0;0;0
23.759339723940215;4.119595;21.284593;0;0;0;0;0;0
23.839339245220035;4.107261;21.20555;0;0;0;0;0;0
23.9593394480907;4.089644;21.08685;0;0;0;0;0;0
24.039339173971477;4.078015;21.0077;0;0;0;0;0;0
24.159338897254493;4.060523;20.888982;0;0;0;0;0;0
24.23933891951699;4.049022;20.809813;0;0;0;0;0;0
24.319339531595897;4.037579;20.730635;0;0;0;0;0;0
24.439339680562473;4.020193;20.611901;0;0;0;0;0;0
24.51933914656069;4.008417;20.532773;0;0;0;0;0;0
24.63933936930215;3.99042;20.41413;0;0;0;0;0;0
24.719339581351868;3.978178;20.335072;0;0;0;0;0;0
24.799339050556355;3.96587;20.256025;0;0;0;0;0;0
24.919339206777085;3.947188;20.137488;0;0;0;0;0;0
24.99933882605743;3.93445;20.058509;0;0;0;0;0;0
25.079338583882063;3.921496;19.979565;0;0;0;0;0;0
25.19933889475666;3.901645;19.861218;0;0;0;0;0;0
25.279338924481653;3.888129;19.782368;0;0;0;0;0;0
25.35933908723774;3.874525;19.703533;0;0;0;0;0;0
25.47933838507735;3.853874;19.585324;0;0;0;0;0;0
25.55933849413978;3.839837;19.506565;0;0;0;0;0;0
25.67933875644366;3.818885;19.388408;0;0;0;0;0;0
25.759338404692883;3.805003;19.309622;0;0;0;0;0;0
25.839338491817838;3.791221;19.230818;0;0;0;0;0;0
25.959338702488488;3.770766;19.112574;0;0;0;0;0;0
26.03933883953837;3.757064;19.033756;0;0;0;0;0;0
26.159338663209073;3.736473;18.915536;0;0;0;0;0;0
26.23933827336437;3.722977;18.836683;0;0;0;0;0;0
26.319338957723943;3.70989;18.75776;0;0;0;0;0;0
26.439338651431886;3.690319;18.639367;0;0;0;0;0;0
26.519338368462638;3.677457;18.560408;0;0;0;0;0;0
26.639338108716522;3.658582;18.441902;0;0;0;0;0;0
26.719338540571606;3.646121;18.362878;0;0;0;0;0;0
26.799338370996423;3.633753;18.28384;0;0;0;0;0;0
26.879338805526494;3.621458;18.20479;0;0;0;0;0;0
26.999338022494772;3.602725;18.086262;0;0;0;0;0;0
27.07933782600703;3.589924;18.007293;0;0;0;0;0;0
27.19933790734034;3.570588;17.888861;0;0;0;0;0;0
27.279337680646265;3.55764;17.809916;0;0;0;0;0;0
27.35933800982684;3.544477;17.731006;0;0;0;0;0;0
27.479338308668137;3.524638;17.612657;0;0;0;0;0;0
27.55933725319242;3.511076;17.533816;0;0;0;0;0;0
27.6793378513951;3.490139;17.415656;0;0;0;0;0;0
27.75933764140107;3.476059;17.336905;0;0;0;0;0;0
27.839337359163075;3.461868;17.258174;0;0;0;0;0;0
27.95933736366724;3.440159;17.140154;0;0;0;0;0;0
28.039337191623307;3.425671;17.061477;0;0;0;0;0;0
28.159337031389864;3.404061;16.943439;0;0;0;0;0;0
28.239337641043793;3.38976;16.864727;0;0;0;0;0;0
28.31933782907482;3.375583;16.785993;0;0;0;0;0;0
28.399337308354376;3.36141;16.707259;0;0;0;0;0;0
28.519337602770683;3.339984;16.589187;0;0;0;0;0;0
28.599337955282405;3.325845;16.510446;0;0;0;0;0;0
28.719336838331376;3.305248;16.392228;0;0;0;0;0;0
28.799336688237485;3.291815;16.313364;0;0;0;0;0;0
28.87933737964075;3.27859;16.234464;0;0;0;0;0;0
28.999336546192023;3.259168;16.116047;0;0;0;0;0;0
29.07933726640128;3.246263;16.037094;0;0;0;0;0;0
29.199336756671027;3.226839;15.918677;0;0;0;0;0;0
29.279337438574373;3.213971;15.839718;0;0;0;0;0;0
29.359337433480622;3.201138;15.760754;0;0;0;0;0;0
29.47933699552149;3.181959;15.642297;0;0;0;0;0;0
29.55933726335229;3.169112;15.563335;0;0;0;0;0;0
29.679336722671906;3.149946;15.444876;0;0;0;0;0;0
29.759336511921628;3.137004;15.36593;0;0;0;0;0;0
29.83933714272539;3.124069;15.286982;0;0;0;0;0;0
29.91933656155453;3.111111;15.208039;0;0;0;0;0;0
30.039336643437835;3.091375;15.089673;0;0;0;0;0;0
30.119336553850285;3.07803;15.010794;0;0;0;0;0;0
30.23933710532402;3.058035;14.892471;0;0;0;0;0;0
30.31933683453606;3.04448;14.813628;0;0;0;0;0;0
30.399336758598523;3.030889;14.734791;0;0;0;0;0;0
30.519336708769345;3.010349;14.616562;0;0;0;0;0;0
30.599336534300406;2.996415;14.537785;0;0;0;0;0;0
30.719336112237162;2.975304;14.419657;0;0;0;0;0;0
30.799336565485877;2.96117;14.340915;0;0;0;0;0;0
30.879336552492127;2.946834;14.26221;0;0;0;0;0;0
30.99933695401229;2.925292;14.144159;0;0;0;0;0;0
31.07933678432461;2.911045;14.065438;0;0;0;0;0;0
31.199336559941067;2.889877;13.94732;0;0;0;0;0;0
31.27933604542066;2.875928;13.868546;0;0;0;0;0;0
31.35933630482649;2.862145;13.789742;0;0;0;0;0;0
31.439336108676248;2.848399;13.710932;0;0;0;0;0;0
31.559336719545527;2.827959;13.592685;0;0;0;0;0;0
31.639336249200394;2.814747;13.513784;0;0;0;0;0;0
31.75933573102011;2.795378;13.395358;0;0;0;0;0;0
31.839336308318025;2.782566;13.31639;0;0;0;0;0;0
31.919336217780476;2.769851;13.237407;0;0;0;0;0;0
32.03933620344714;2.750987;13.118899;0;0;0;0;0;0
32.11933586470268;2.738411;13.039894;0;0;0;0;0;0
32.239335718656754;2.719529;12.921389;0;0;0;0;0;0
32.31933617186172;2.706992;12.842377;0;0;0;0;0;0
32.39933585311109;2.694322;12.763387;0;0;0;0;0;0
32.51933546931881;2.675081;12.64494;0;0;0;0;0;0
32.59933535602498;2.662298;12.565968;0;0;0;0;0;0
32.719335331129145;2.642798;12.447563;0;0;0;0;0;0
32.79933619597447;2.629728;12.368637;0;0;0;0;0;0
32.87933570809798;2.616606;12.289721;0;0;0;0;0;0
32.99933536150165;2.596575;12.171405;0;0;0;0;0;0
33.07933546108284;2.583012;12.092563;0;0;0;0;0;0
33.159335693388755;2.569524;12.013708;0;0;0;0;0;0
33.279335329292365;2.549305;11.895424;0;0;0;0;0;0
33.359335982820944;2.535762;11.816578;0;0;0;0;0;0
33.43933579030196;2.522341;11.737712;0;0;0;0;0;0
33.55933520327552;2.502424;11.619377;0;0;0;0;0;0
33.63933525150676;2.48909;11.540496;0;0;0;0;0;0
33.75933538502751;2.469252;11.422147;0;0;0;0;0;0
33.83933514367715;2.455902;11.343269;0;0;0;0;0;0
33.91933527603329;2.442438;11.26441;0;0;0;0;0;0
34.039335700936704;2.422314;11.146109;0;0;0;0;0;0
34.11933564156168;2.409034;11.067219;0;0;0;0;0;0
34.23933534310298;2.388985;10.948906;0;0;0;0;0;0
34.31933486835157;2.375779;10.870004;0;0;0;0;0;0
34.399335576460935;2.362716;10.791077;0;0;0;0;0;0
34.51933537906494;2.343096;10.672692;0;0;0;0;0;0
34.599334913588585;2.329878;10.593792;0;0;0;0;0;0
34.679334948013576;2.31655;10.51491;0;0;0;0;0;0
34.79933579648558;2.296447;10.396605;0;0;0;0;0;0
34.87933558344779;2.283032;10.317738;0;0;0;0;0;0
34.959334973495466;2.26959;10.238876;0;0;0;0;0;0
35.07933521531606;2.249309;10.120602;0;0;0;0;0;0
35.15933526672229;2.235596;10.041786;0;0;0;0;0;0
35.27933530102645;2.215044;9.923559;0;0;0;0;0;0
35.359335430832594;2.200884;9.844822;0;0;0;0;0;0
35.43933453089003;2.186531;9.766121;0;0;0;0;0;0
35.55933534122896;2.164932;9.64808;0;0;0;0;0;0
35.63933524058515;2.150591;9.569376;0;0;0;0;0;0
35.759335170939295;2.129112;9.451314;0;0;0;0;0;0
35.839334711319225;2.114922;9.372583;0;0;0;0;0;0
35.91933474573172;2.100863;9.293828;0;0;0;0;0;0
36.03933518843923;2.080114;9.175635;0;0;0;0;0;0
36.11933526567044;2.066768;9.096756;0;0;0;0;0;0
36.19933452416701;2.053504;9.017864;0;0;0;0;0;0
36.319334462875325;2.033847;8.899485;0;0;0;0;0;0
36.39933488528046;2.020816;8.820553;0;0;0;0;0;0
36.479334238634095;2.007987;8.741589;0;0;0;0;0;0
36.59933510600596;1.98864;8.623158;0;0;0;0;0;0
36.679334930868265;1.975643;8.544221;0;0;0;0;0;0
36.7993345207884;1.955934;8.425851;0;0;0;0;0;0
36.87933440235081;1.942601;8.34697;0;0;0;0;0;0
36.95933463465672;1.929113;8.268115;0;0;0;0;0;0
37.07933423192688;1.908865;8.149836;0;0;0;0;0;0
37.15933437945174;1.895117;8.071026;0;0;0;0;0;0
37.27933438657257;1.874439;7.952821;0;0;0;0;0;0
37.359333995134115;1.860908;7.873974;0;0;0;0;0;0
37.43933429993979;1.847608;7.795087;0;0;0;0;0;0
37.55933472102238;1.82793;7.676711;0;0;0;0;0;0
37.63933386923035;1.815047;7.597756;0;0;0;0;0;0
37.75933385657201;1.795816;7.479307;0;0;0;0;0;0
37.83933431382696;1.782931;7.400351;0;0;0;0;0;0
37.91933408713289;1.769983;7.321406;0;0;0;0;0;0
37.9993341657641;1.756942;7.242476;0;0;0;0;0;0
38.11933393713055;1.73728;7.124098;0;0;0;0;0;0
38.19933361328614;1.724157;7.045182;0;0;0;0;0;0
38.319334055306165;1.704139;6.926863;0;0;0;0;0;0
38.3993337428368;1.690561;6.848024;0;0;0;0;0;0
38.479333890361666;1.676813;6.769214;0;0;0;0;0;0
38.599334173282166;1.656162;6.651004;0;0;0;0;0;0
38.679333536435884;1.642293;6.572216;0;0;0;0;0;0
38.79933399145169;1.621641;6.454006;0;0;0;0;0;0
38.879334201213915;1.608002;6.375177;0;0;0;0;0;0
38.9593335008421;1.594467;6.296331;0;0;0;0;0;0
39.079333524883765;1.5741;6.178072;0;0;0;0;0;0
39.159333751945944;1.560577;6.099223;0;0;0;0;0;0
39.279333641300056;1.540095;5.980984;0;0;0;0;0;0
39.35933338389964;1.526315;5.90218;0;0;0;0;0;0
39.43933418167691;1.512661;5.823353;0;0;0;0;0;0
39.519333741456954;1.499107;5.74451;0;0;0;0;0;0
39.6393334781775;1.478649;5.626267;0;0;0;0;0;0
39.71933416498705;1.46517;5.54741;0;0;0;0;0;0
39.83933387169086;1.444898;5.429135;0;0;0;0;0;0
39.91933381625334;1.431249;5.350308;0;0;0;0;0;0
39.999333480408886;1.417741;5.271457;0;0;0;0;0;0
40.119333611062984;1.397607;5.153158;0;0;0;0;0;0
40.199334089692805;1.384182;5.074292;0;0;0;0;0;0
40.319334097101134;1.364309;4.955949;0;0;0;0;0;0
40.3993339516635;1.350988;4.877066;0;0;0;0;0;0
40.479333550962494;1.33758;4.798198;0;0;0;0;0;0
40.59933334336648;1.317756;4.679847;0;0;0;0;0;0
40.6793335148163;1.30457;4.600941;0;0;0;0;0;0
40.79933345642462;1.284555;4.482622;0;0;0;0;0;0
40.87933318298665;1.27107;4.403767;0;0;0;0;0;0
40.95933404578199;1.257678;4.324895;0;0;0;0;0;0
41.03933342781086;1.24416;4.246046;0;0;0;0;0;0
41.159333614110714;1.224114;4.127732;0;0;0;0;0;0
41.239333342360254;1.211148;4.04879;0;0;0;0;0;0
41.359333042180715;1.191674;3.930381;0;0;0;0;0;0
41.43933324130547;1.178596;3.851457;0;0;0;0;0;0
41.51933326043672;1.165677;3.772507;0;0;0;0;0;0
41.63933275051897;1.145825;3.654161;0;0;0;0;0;0
41.719333051180904;1.13236;3.575302;0;0;0;0;0;0
41.83933345453439;1.112154;3.457015;0;0;0;0;0;0
41.91933349381563;1.098516;3.378186;0;0;0;0;0;0
41.99933336274677;1.084701;3.299388;0;0;0;0;0;0
42.11933323456336;1.063961;3.181194;0;0;0;0;0;0
42.19933305511941;1.050044;3.102414;0;0;0;0;0;0
42.31933313782355;1.029337;2.984214;0;0;0;0;0;0
42.39933282967296;1.015823;2.905364;0;0;0;0;0;0
42.479332854704204;1.002734;2.826442;0;0;0;0;0;0
42.59933219105653;0.983956;2.707921;0;0;0;0;0;0
42.67933275711703;0.971835;2.628844;0;0;0;0;0;0
42.75933199456965;0.960027;2.549721;0;0;0;0;0;0
42.87933169677761;0.943024;2.430932;0;0;0;0;0;0
42.959331194507286;0.932423;2.351638;0;0;0;0;0;0
43.03933175641156;0.922446;2.272262;0;0;0;0;0;0
43.15933044168769;0.908728;2.15305;0;0;0;0;0;0
43.239329898185844;0.900864;2.073438;0;0;0;0;0;0
43.359326679496846;0.891489;1.953808;0;0;0;0;0;0
43.439325655396544;0.886725;1.873951;0;0;0;0;0;0
43.519324013460945;0.883618;1.794013;0;0;0;0;0;0
43.63931457419386;0.883006;1.674024;0;0;0;0;0;0
43.719311016721015;0.885702;1.594073;0;0;0;0;0;0
43.83929733248244;0.894851;1.474436;0;0;0;0;0;0
43.91929200136731;0.904546;1.395031;0;0;0;0;0;0
43.99928694101977;0.917267;1.316054;0;0;0;0;0;0
44.119271328024915;0.941917;1.198629;0;0;0;0;0;0
44.19926600417277;0.962263;1.121265;0;0;0;0;0;0
44.27925986266828;0.985822;1.044819;0;0;0;0;0;0
44.39923697370618;1.027455;0.932297;0;0;0;0;0;0
