x_position,y_position,yaw,speed
12.425136, 16.431352, 1.390310, 4.000000
12.432142, 16.470733, 1.391123, 4.000000
12.432142, 16.470733, 1.391123, 4.000000
12.432142, 16.470733, 1.391123, 4.000000
12.439139, 16.510117, 1.392045, 4.000000
12.439139, 16.510117, 1.392045, 4.000000
12.446099, 16.549506, 1.393345, 4.000000
12.446099, 16.549506, 1.393345, 4.000000
12.446099, 16.549506, 1.393345, 4.000000
12.453045, 16.588899, 1.394630, 4.000000
12.453045, 16.588899, 1.394630, 4.000000
12.459947, 16.628299, 1.396198, 4.000000
12.459947, 16.628299, 1.396198, 4.000000
12.459947, 16.628299, 1.396198, 4.000000
12.466827, 16.667703, 1.397679, 4.000000
12.466827, 16.667703, 1.397679, 4.000000
12.473656, 16.707115, 1.399389, 4.000000
12.473656, 16.707115, 1.399389, 4.000000
12.473656, 16.707115, 1.399389, 4.000000
12.480458, 16.746533, 1.400972, 4.000000
12.480458, 16.746533, 1.400972, 4.000000
12.487202, 16.785960, 1.402754, 4.000000
12.487202, 16.785960, 1.402754, 4.000000
12.487202, 16.785960, 1.402754, 4.000000
12.493937, 16.825389, 1.404070, 4.000000
12.493937, 16.825389, 1.404070, 4.000000
12.500710, 16.864811, 1.404457, 4.000000
12.500710, 16.864811, 1.404457, 4.000000
12.500710, 16.864811, 1.404457, 4.000000
12.507464, 16.904237, 1.404754, 4.000000
12.507464, 16.904237, 1.404754, 4.000000
12.514149, 16.943675, 1.405557, 4.000000
12.514149, 16.943675, 1.405557, 4.000000
12.514149, 16.943675, 1.405557, 4.000000
12.520795, 16.983119, 1.406446, 4.000000
12.520795, 16.983119, 1.406446, 4.000000
12.527377, 17.022573, 1.407699, 4.000000
12.527377, 17.022573, 1.407699, 4.000000
12.527377, 17.022573, 1.407699, 4.000000
12.533922, 17.062034, 1.408929, 4.000000
12.533922, 17.062034, 1.408929, 4.000000
12.540403, 17.101506, 1.410439, 4.000000
12.540403, 17.101506, 1.410439, 4.000000
12.540403, 17.101506, 1.410439, 4.000000
12.546871, 17.140979, 1.411546, 4.000000
12.546871, 17.140979, 1.411546, 4.000000
12.553373, 17.180447, 1.411774, 4.000000
12.553373, 17.180447, 1.411774, 4.000000
12.553373, 17.180447, 1.411774, 4.000000
12.559854, 17.219919, 1.411949, 4.000000
12.559854, 17.219919, 1.411949, 4.000000
12.566265, 17.259402, 1.412658, 4.000000
12.566265, 17.259402, 1.412658, 4.000000
12.566265, 17.259402, 1.412658, 4.000000
